point_id,status,num_observations,num_breaks,error_message
1133503,error,864,0,cold function fails for pos = 1133503 
1133512,error,857,0,cold function fails for pos = 1133512 
1133513,error,878,0,cold function fails for pos = 1133513 
1133515,error,857,0,cold function fails for pos = 1133515 
1133517,error,859,0,cold function fails for pos = 1133517 
1133519,error,863,0,cold function fails for pos = 1133519 
1133520,error,912,0,cold function fails for pos = 1133520 
1133521,error,917,0,cold function fails for pos = 1133521 
1133523,error,844,0,cold function fails for pos = 1133523 
1133524,error,880,0,cold function fails for pos = 1133524 
1133528,error,914,0,cold function fails for pos = 1133528 
1133531,error,917,0,cold function fails for pos = 1133531 
1133533,error,880,0,cold function fails for pos = 1133533 
1133534,error,874,0,cold function fails for pos = 1133534 
1133537,error,891,0,cold function fails for pos = 1133537 
1133538,error,868,0,cold function fails for pos = 1133538 
1133539,error,860,0,cold function fails for pos = 1133539 
1133541,error,880,0,cold function fails for pos = 1133541 
1133547,error,853,0,cold function fails for pos = 1133547 
1133550,error,858,0,cold function fails for pos = 1133550 
1133551,error,877,0,cold function fails for pos = 1133551 
1133552,error,862,0,cold function fails for pos = 1133552 
1133559,error,913,0,cold function fails for pos = 1133559 
1133560,error,865,0,cold function fails for pos = 1133560 
1133561,error,878,0,cold function fails for pos = 1133561 
1133562,error,896,0,cold function fails for pos = 1133562 
1133564,error,867,0,cold function fails for pos = 1133564 
1133567,error,872,0,cold function fails for pos = 1133567 
1133572,error,876,0,cold function fails for pos = 1133572 
1133578,error,914,0,cold function fails for pos = 1133578 
1133581,error,864,0,cold function fails for pos = 1133581 
1133583,error,854,0,cold function fails for pos = 1133583 
1133587,error,890,0,cold function fails for pos = 1133587 
1133592,error,859,0,cold function fails for pos = 1133592 
1133593,error,881,0,cold function fails for pos = 1133593 
1133594,error,870,0,cold function fails for pos = 1133594 
1133596,error,867,0,cold function fails for pos = 1133596 
1133598,error,911,0,cold function fails for pos = 1133598 
1133599,error,845,0,cold function fails for pos = 1133599 
1133600,error,859,0,cold function fails for pos = 1133600 
1133601,error,917,0,cold function fails for pos = 1133601 
1133607,error,869,0,cold function fails for pos = 1133607 
1133608,error,859,0,cold function fails for pos = 1133608 
1133610,error,860,0,cold function fails for pos = 1133610 
1133611,error,844,0,cold function fails for pos = 1133611 
1133612,error,911,0,cold function fails for pos = 1133612 
1133614,error,871,0,cold function fails for pos = 1133614 
1133615,error,915,0,cold function fails for pos = 1133615 
1133616,error,859,0,cold function fails for pos = 1133616 
1133617,error,895,0,cold function fails for pos = 1133617 
1133622,error,871,0,cold function fails for pos = 1133622 
1133624,error,916,0,cold function fails for pos = 1133624 
1133627,error,911,0,cold function fails for pos = 1133627 
1133630,error,919,0,cold function fails for pos = 1133630 
1133639,error,846,0,cold function fails for pos = 1133639 
1133643,error,866,0,cold function fails for pos = 1133643 
1133644,error,914,0,cold function fails for pos = 1133644 
1133645,error,878,0,cold function fails for pos = 1133645 
1133647,error,850,0,cold function fails for pos = 1133647 
1133649,error,852,0,cold function fails for pos = 1133649 
1133650,error,915,0,cold function fails for pos = 1133650 
1133655,error,918,0,cold function fails for pos = 1133655 
1133659,error,901,0,cold function fails for pos = 1133659 
1133666,error,914,0,cold function fails for pos = 1133666 
1133677,error,862,0,cold function fails for pos = 1133677 
1133680,error,849,0,cold function fails for pos = 1133680 
1133684,error,915,0,cold function fails for pos = 1133684 
1133688,error,914,0,cold function fails for pos = 1133688 
1133695,error,919,0,cold function fails for pos = 1133695 
1133697,error,918,0,cold function fails for pos = 1133697 
1133703,error,863,0,cold function fails for pos = 1133703 
1133709,error,874,0,cold function fails for pos = 1133709 
1133725,error,854,0,cold function fails for pos = 1133725 
1133729,error,917,0,cold function fails for pos = 1133729 
1133730,error,842,0,cold function fails for pos = 1133730 
1133733,error,856,0,cold function fails for pos = 1133733 
1133737,error,872,0,cold function fails for pos = 1133737 
1133741,error,913,0,cold function fails for pos = 1133741 
1133743,error,914,0,cold function fails for pos = 1133743 
1133750,error,914,0,cold function fails for pos = 1133750 
1133756,error,890,0,cold function fails for pos = 1133756 
1133759,error,884,0,cold function fails for pos = 1133759 
1133767,error,868,0,cold function fails for pos = 1133767 
1133771,error,854,0,cold function fails for pos = 1133771 
1133772,error,918,0,cold function fails for pos = 1133772 
1133775,error,848,0,cold function fails for pos = 1133775 
1133778,error,878,0,cold function fails for pos = 1133778 
1133779,error,903,0,cold function fails for pos = 1133779 
1133782,error,916,0,cold function fails for pos = 1133782 
1133789,error,914,0,cold function fails for pos = 1133789 
1133794,error,850,0,cold function fails for pos = 1133794 
1133800,error,916,0,cold function fails for pos = 1133800 
1133812,error,893,0,cold function fails for pos = 1133812 
1133823,error,848,0,cold function fails for pos = 1133823 
1133826,error,916,0,cold function fails for pos = 1133826 
1133828,error,916,0,cold function fails for pos = 1133828 
1133832,error,916,0,cold function fails for pos = 1133832 
1133835,error,915,0,cold function fails for pos = 1133835 
1133836,error,893,0,cold function fails for pos = 1133836 
1133845,error,917,0,cold function fails for pos = 1133845 
1133857,error,850,0,cold function fails for pos = 1133857 
1133860,error,884,0,cold function fails for pos = 1133860 
1133869,error,847,0,cold function fails for pos = 1133869 
1133870,error,872,0,cold function fails for pos = 1133870 
1133875,error,915,0,cold function fails for pos = 1133875 
1133882,error,916,0,cold function fails for pos = 1133882 
1133891,error,915,0,cold function fails for pos = 1133891 
1133895,error,874,0,cold function fails for pos = 1133895 
1133897,error,918,0,cold function fails for pos = 1133897 
1133898,error,878,0,cold function fails for pos = 1133898 
1133900,error,852,0,cold function fails for pos = 1133900 
1133905,error,852,0,cold function fails for pos = 1133905 
1133906,error,858,0,cold function fails for pos = 1133906 
1133907,error,885,0,cold function fails for pos = 1133907 
1133910,error,912,0,cold function fails for pos = 1133910 
1133913,error,877,0,cold function fails for pos = 1133913 
1133914,error,917,0,cold function fails for pos = 1133914 
1133918,error,845,0,cold function fails for pos = 1133918 
1133921,error,852,0,cold function fails for pos = 1133921 
1133924,error,913,0,cold function fails for pos = 1133924 
1133931,error,853,0,cold function fails for pos = 1133931 
1133934,error,909,0,cold function fails for pos = 1133934 
1133937,error,880,0,cold function fails for pos = 1133937 
1133941,error,887,0,cold function fails for pos = 1133941 
1133942,error,902,0,cold function fails for pos = 1133942 
1133946,error,916,0,cold function fails for pos = 1133946 
1133949,error,916,0,cold function fails for pos = 1133949 
1133955,error,916,0,cold function fails for pos = 1133955 
1133958,error,867,0,cold function fails for pos = 1133958 
1133959,error,873,0,cold function fails for pos = 1133959 
1133960,error,845,0,cold function fails for pos = 1133960 
1133966,error,877,0,cold function fails for pos = 1133966 
1133967,error,853,0,cold function fails for pos = 1133967 
1133968,error,857,0,cold function fails for pos = 1133968 
1133970,error,845,0,cold function fails for pos = 1133970 
1133975,error,898,0,cold function fails for pos = 1133975 
1133976,error,851,0,cold function fails for pos = 1133976 
1133977,error,851,0,cold function fails for pos = 1133977 
1133983,error,847,0,cold function fails for pos = 1133983 
1133985,error,859,0,cold function fails for pos = 1133985 
1133990,error,915,0,cold function fails for pos = 1133990 
1133991,error,917,0,cold function fails for pos = 1133991 
1134003,error,905,0,cold function fails for pos = 1134003 
1134009,error,876,0,cold function fails for pos = 1134009 
1134010,error,910,0,cold function fails for pos = 1134010 
1134011,error,855,0,cold function fails for pos = 1134011 
1134022,error,853,0,cold function fails for pos = 1134022 
1134024,error,876,0,cold function fails for pos = 1134024 
1134030,error,841,0,cold function fails for pos = 1134030 
1134034,error,867,0,cold function fails for pos = 1134034 
1134038,error,917,0,cold function fails for pos = 1134038 
1134040,error,913,0,cold function fails for pos = 1134040 
1134052,error,913,0,cold function fails for pos = 1134052 
1134055,error,911,0,cold function fails for pos = 1134055 
1134057,error,918,0,cold function fails for pos = 1134057 
1134063,error,853,0,cold function fails for pos = 1134063 
1134069,error,875,0,cold function fails for pos = 1134069 
1134071,error,873,0,cold function fails for pos = 1134071 
1134074,error,914,0,cold function fails for pos = 1134074 
1134086,error,910,0,cold function fails for pos = 1134086 
1134089,error,862,0,cold function fails for pos = 1134089 
1134094,error,890,0,cold function fails for pos = 1134094 
1134095,error,913,0,cold function fails for pos = 1134095 
1134099,error,853,0,cold function fails for pos = 1134099 
1134102,error,866,0,cold function fails for pos = 1134102 
1134105,error,873,0,cold function fails for pos = 1134105 
1134110,error,914,0,cold function fails for pos = 1134110 
1134120,error,857,0,cold function fails for pos = 1134120 
1134122,error,883,0,cold function fails for pos = 1134122 
1134124,error,877,0,cold function fails for pos = 1134124 
1134138,error,913,0,cold function fails for pos = 1134138 
1134141,error,850,0,cold function fails for pos = 1134141 
1134142,error,855,0,cold function fails for pos = 1134142 
1134143,error,854,0,cold function fails for pos = 1134143 
1134145,error,853,0,cold function fails for pos = 1134145 
1134148,error,918,0,cold function fails for pos = 1134148 
1134151,error,911,0,cold function fails for pos = 1134151 
1134163,error,873,0,cold function fails for pos = 1134163 
1134176,error,918,0,cold function fails for pos = 1134176 
1134177,error,917,0,cold function fails for pos = 1134177 
1134178,error,844,0,cold function fails for pos = 1134178 
1134180,error,879,0,cold function fails for pos = 1134180 
1134181,error,916,0,cold function fails for pos = 1134181 
1134185,error,856,0,cold function fails for pos = 1134185 
1134188,error,874,0,cold function fails for pos = 1134188 
1134189,error,917,0,cold function fails for pos = 1134189 
1134195,error,843,0,cold function fails for pos = 1134195 
1134199,error,891,0,cold function fails for pos = 1134199 
1134204,error,916,0,cold function fails for pos = 1134204 
1134206,error,912,0,cold function fails for pos = 1134206 
