point_id,num_observations,num_breaks,break_dates,time_span_years,status
1412597,246,-1,,0.0,error: S-CCD function fails for pos = 1 
1412599,262,-1,,0.0,error: S-CCD function fails for pos = 1 
1412602,226,0,,36.18069815195072,no_breaks_detected
1412603,261,0,,36.290212183436005,no_breaks_detected
1412607,260,0,,36.290212183436005,no_breaks_detected
1412611,273,-1,,0.0,error: S-CCD function fails for pos = 1 
1412613,272,0,,36.290212183436005,no_breaks_detected
1412616,256,0,,36.290212183436005,no_breaks_detected
1412618,243,-1,,0.0,error: S-CCD function fails for pos = 1 
1412619,253,0,,36.290212183436005,no_breaks_detected
1412623,255,-1,,0.0,error: S-CCD function fails for pos = 1 
1412625,277,-1,,0.0,error: S-CCD function fails for pos = 1 
1412626,238,0,,36.290212183436005,no_breaks_detected
1412627,264,-1,,0.0,error: S-CCD function fails for pos = 1 
1412629,241,0,,36.290212183436005,no_breaks_detected
1412632,242,-1,,0.0,error: S-CCD function fails for pos = 1 
1412633,245,-1,,0.0,error: S-CCD function fails for pos = 1 
1412634,267,-1,,0.0,error: S-CCD function fails for pos = 1 
1412635,267,0,,36.290212183436005,no_breaks_detected
1412638,238,0,,36.290212183436005,no_breaks_detected
1412639,251,0,,36.18069815195072,no_breaks_detected
1412640,277,0,,36.290212183436005,no_breaks_detected
1412641,247,-1,,0.0,error: S-CCD function fails for pos = 1 
1412642,259,-1,,0.0,error: S-CCD function fails for pos = 1 
1412647,245,-1,,0.0,error: S-CCD function fails for pos = 1 
1412651,236,-1,,0.0,error: S-CCD function fails for pos = 1 
1412656,271,0,,36.50924024640657,no_breaks_detected
1412662,274,-1,,0.0,error: S-CCD function fails for pos = 1 
1412664,233,-1,,0.0,error: S-CCD function fails for pos = 1 
1412665,245,-1,,0.0,error: S-CCD function fails for pos = 1 
1412668,264,0,,36.355920602327174,no_breaks_detected
1412669,236,0,,36.290212183436005,no_breaks_detected
1412670,270,0,,36.18069815195072,no_breaks_detected
1412671,251,0,,36.290212183436005,no_breaks_detected
1412672,267,0,,36.50924024640657,no_breaks_detected
1412673,239,0,,35.85215605749487,no_breaks_detected
1412674,266,0,,36.290212183436005,no_breaks_detected
1412675,229,-1,,0.0,error: S-CCD function fails for pos = 1 
1412676,292,-1,,0.0,error: S-CCD function fails for pos = 1 
1412681,260,-1,,0.0,error: S-CCD function fails for pos = 1 
1412682,241,-1,,0.0,error: S-CCD function fails for pos = 1 
1412683,259,0,,36.355920602327174,no_breaks_detected
1412844,289,0,,36.421629021218344,no_breaks_detected
1412867,233,-1,,0.0,error: S-CCD function fails for pos = 1 
1412871,271,0,,36.421629021218344,no_breaks_detected
1412935,281,0,,36.50924024640657,no_breaks_detected
1413026,299,0,,36.421629021218344,no_breaks_detected
1413089,277,0,,36.421629021218344,no_breaks_detected
