fid_index,matched_fields,common_name,species,species_simp
158062,species_simp,Coconut Palm,Cocos nucifera,Fruit
158064,species_simp,Coconut Palm,Cocos nucifera,Fruit
158065,species_simp,Coconut Palm,Cocos nucifera,Fruit
158067,common_name;species_simp,Fruit,Unknown,Fruit
158069,species_simp,Coconut Palm,Cocos nucifera,Fruit
158070,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158071,common_name;species_simp,"Coconut Palm, Fruit","Cocos nucifera, Unknown",Fruit Mix
158073,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158074,species_simp,Coconut Palm,Cocos nucifera,Fruit
158078,species_simp,Coconut Palm,Cocos nucifera,Fruit
158079,common_name;species_simp,Fruit,Unknown,Fruit
158080,species_simp,Coconut Palm,Cocos nucifera,Fruit
158083,species_simp,Coconut Palm,Cocos nucifera,Fruit
158084,species_simp,Coconut Palm,Cocos nucifera,Fruit
158085,species_simp,Coconut Palm,Cocos nucifera,Fruit
158087,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158088,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158089,species_simp,Coconut Palm,Cocos nucifera,Fruit
158090,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158091,common_name;species_simp,Fruit,Unknown,Fruit
158092,species_simp,Coconut Palm,Cocos nucifera,Fruit
158093,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158094,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158095,common_name;species_simp,Fruit,Unknown,Fruit
158096,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158097,species_simp,Coconut Palm,Cocos nucifera,Fruit
158098,species_simp,Coconut Palm,Cocos nucifera,Fruit
158099,species_simp,Coconut Palm,Cocos nucifera,Fruit
158100,species_simp,Coconut Palm,Cocos nucifera,Fruit
158101,common_name;species_simp,Fruit,Unknown,Fruit
158102,species_simp,Coconut Palm,Cocos nucifera,Fruit
158104,common_name;species_simp,Fruit,Unknown,Fruit
158107,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158108,common_name;species_simp,Fruit,Unknown,Fruit
158109,common_name;species_simp,Fruit,Unknown,Fruit
158115,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158117,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
158133,species_simp,Coconut Palm,Cocos nucifera,Fruit
158134,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
158138,species_simp,Coconut Palm,Cocos nucifera,Fruit
158140,common_name;species_simp,"Coconut Palm, Fruit","Cocos nucifera, Unknown",Fruit Mix
158141,common_name;species_simp,"Coconut Palm, Fruit","Cocos nucifera, Unknown",Fruit Mix
158143,species_simp,Coconut Palm,Cocos nucifera,Fruit
158144,common_name;species_simp,Fruit,Unknown,Fruit
158145,species_simp,Coconut Palm,Cocos nucifera,Fruit
158146,common_name;species_simp,Fruit,Unknown,Fruit
158147,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
158148,common_name;species_simp,"Coconut Palm, Fruit","Cocos nucifera, Unknown",Fruit Mix
158149,species_simp,Coconut Palm,Cocos nucifera,Fruit
158150,species_simp,Coconut Palm,Cocos nucifera,Fruit
158151,species_simp,Coconut Palm,Cocos nucifera,Fruit
158152,species_simp,Coconut Palm,Cocos nucifera,Fruit
158153,common_name;species_simp,Fruit,Unknown,Fruit
158154,common_name;species_simp,Fruit,Unknown,Fruit
158155,species_simp,Coconut Palm,Cocos nucifera,Fruit
158156,common_name;species_simp,Fruit,Unknown,Fruit
158157,common_name;species_simp,Fruit,Unknown,Fruit
158158,species_simp,Coconut Palm,Cocos nucifera,Fruit
158159,common_name;species_simp,Fruit,Unknown,Fruit
158160,species_simp,Coconut Palm,Cocos nucifera,Fruit
158161,common_name;species_simp,Fruit,Unknown,Fruit
158163,species_simp,Coconut Palm,Cocos nucifera,Fruit
158164,species_simp,Coconut Palm,Cocos nucifera,Fruit
158165,common_name;species_simp,Fruit,Unknown,Fruit
158167,species_simp,Coconut Palm,Cocos nucifera,Fruit
158170,species_simp,Coconut Palm,Cocos nucifera,Fruit
158171,species_simp,Coconut Palm,Cocos nucifera,Fruit
158172,common_name;species_simp,Fruit,Unknown,Fruit
158173,common_name;species_simp,Fruit,Unknown,Fruit
158174,species_simp,Coconut Palm,Cocos nucifera,Fruit
158175,species_simp,Coconut Palm,Cocos nucifera,Fruit
158177,common_name;species_simp,Fruit,Unknown,Fruit
158179,common_name;species_simp,Fruit,Unknown,Fruit
158180,species_simp,Coconut Palm,Cocos nucifera,Fruit
158182,species_simp,Coconut Palm,Cocos nucifera,Fruit
158183,species_simp,Coconut Palm,Cocos nucifera,Fruit
158185,species_simp,Coconut Palm,Cocos nucifera,Fruit
158186,species_simp,Coconut Palm,Cocos nucifera,Fruit
158187,species_simp,Coconut Palm,Cocos nucifera,Fruit
158188,common_name;species_simp,Fruit,Unknown,Fruit
158189,common_name;species_simp,Fruit,Unknown,Fruit
158190,common_name;species_simp,Fruit,Unknown,Fruit
158191,species_simp,Coconut Palm,Cocos nucifera,Fruit
158192,common_name;species_simp,Fruit,Unknown,Fruit
158193,common_name;species_simp,Fruit,Unknown,Fruit
158194,common_name;species_simp,Fruit,Unknown,Fruit
158195,species_simp,Coconut Palm,Cocos nucifera,Fruit
158196,species_simp,Coconut Palm,Cocos nucifera,Fruit
158197,species_simp,Coconut Palm,Cocos nucifera,Fruit
158198,species_simp,Coconut Palm,Cocos nucifera,Fruit
158199,species_simp,Coconut Palm,Cocos nucifera,Fruit
158200,species_simp,Coconut Palm,Cocos nucifera,Fruit
158201,common_name;species_simp,Fruit,Unknown,Fruit
158202,species_simp,Coconut Palm,Cocos nucifera,Fruit
158203,common_name;species_simp,Fruit,Unknown,Fruit
158204,common_name;species_simp,Fruit,Unknown,Fruit
158205,common_name;species_simp,Fruit,Unknown,Fruit
158206,species_simp,Coconut Palm,Cocos nucifera,Fruit
158207,species_simp,Coconut Palm,Cocos nucifera,Fruit
158208,species_simp,Coconut Palm,Cocos nucifera,Fruit
158209,species_simp,Coconut Palm,Cocos nucifera,Fruit
158210,common_name;species_simp,Fruit,Unknown,Fruit
158211,common_name;species_simp,Fruit,Unknown,Fruit
158212,species_simp,Coconut Palm,Cocos nucifera,Fruit
158214,common_name;species_simp,Fruit,Unknown,Fruit
158216,species_simp,Coconut Palm,Cocos nucifera,Fruit
158218,species_simp,Coconut Palm,Cocos nucifera,Fruit
158219,species_simp,Coconut Palm,Cocos nucifera,Fruit
158221,species_simp,Coconut Palm,Cocos nucifera,Fruit
158222,species_simp,Coconut Palm,Cocos nucifera,Fruit
158225,species_simp,Coconut Palm,Cocos nucifera,Fruit
158226,common_name;species_simp,Fruit,Unknown,Fruit
158227,species_simp,Coconut Palm,Cocos nucifera,Fruit
158229,species_simp,Coconut Palm,Cocos nucifera,Fruit
158230,species_simp,Coconut Palm,Cocos nucifera,Fruit
158231,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158233,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158234,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158238,common_name;species_simp,Fruit,Unknown,Fruit
158239,species_simp,Coconut Palm,Cocos nucifera,Fruit
158240,common_name;species_simp,Fruit,Unknown,Fruit
158241,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
158245,common_name;species_simp,Fruit,Unknown,Fruit
158246,species_simp,Coconut Palm,Cocos nucifera,Fruit
158247,species_simp,"Rubber, Areca Palm","Hevea brasiliensis, Areca sp.",Fruit Mix
158248,common_name;species_simp,Fruit,Unknown,Fruit
158250,species_simp,Coconut Palm,Cocos nucifera,Fruit
158253,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158254,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
158255,species_simp,Coconut Palm,Cocos nucifera,Fruit
158256,species_simp,Coconut Palm,Cocos nucifera,Fruit
158258,species_simp,Coconut Palm,Cocos nucifera,Fruit
158268,species_simp,Coconut Palm,Cocos nucifera,Fruit
158306,species_simp,Coconut Palm,Cocos nucifera,Fruit
158309,species_simp,Coconut Palm,Cocos nucifera,Fruit
158313,species_simp,Coconut Palm,Cocos nucifera,Fruit
158320,species_simp,Coconut Palm,Cocos nucifera,Fruit
158459,species_simp,Coconut Palm,Cocos nucifera,Fruit
158460,species_simp,Coconut Palm,Cocos nucifera,Fruit
158561,species_simp,Coconut Palm,Cocos nucifera,Fruit
158562,species_simp,Coconut Palm,Cocos nucifera,Fruit
158563,species_simp,Coconut Palm,Cocos nucifera,Fruit
158564,species_simp,Coconut Palm,Cocos nucifera,Fruit
158565,species_simp,Coconut Palm,Cocos nucifera,Fruit
158566,species_simp,Coconut Palm,Cocos nucifera,Fruit
158567,species_simp,Coconut Palm,Cocos nucifera,Fruit
158568,species_simp,Coconut Palm,Cocos nucifera,Fruit
158569,species_simp,Coconut Palm,Cocos nucifera,Fruit
158572,species_simp,Coconut Palm,Cocos nucifera,Fruit
158573,species_simp,Coconut Palm,Cocos nucifera,Fruit
158574,species_simp,Coconut Palm,Cocos nucifera,Fruit
158575,species_simp,Coconut Palm,Cocos nucifera,Fruit
158595,species_simp,Coconut Palm,Cocos nucifera,Fruit
158596,species_simp,Coconut Palm,Cocos nucifera,Fruit
158597,species_simp,Coconut Palm,Cocos nucifera,Fruit
158598,species_simp,Coconut Palm,Cocos nucifera,Fruit
158599,species_simp,Coconut Palm,Cocos nucifera,Fruit
158611,species_simp,Coconut Palm,Cocos nucifera,Fruit
158612,species_simp,Coconut Palm,Cocos nucifera,Fruit
158613,species_simp,Coconut Palm,Cocos nucifera,Fruit
158614,species_simp,Coconut Palm,Cocos nucifera,Fruit
158615,species_simp,Coconut Palm,Cocos nucifera,Fruit
158616,species_simp,Coconut Palm,Cocos nucifera,Fruit
158617,species_simp,Coconut Palm,Cocos nucifera,Fruit
158619,species_simp,Coconut Palm,Cocos nucifera,Fruit
158620,species_simp,Coconut Palm,Cocos nucifera,Fruit
158621,species_simp,Coconut Palm,Cocos nucifera,Fruit
158622,species_simp,Coconut Palm,Cocos nucifera,Fruit
158623,species_simp,Coconut Palm,Cocos nucifera,Fruit
158624,species_simp,Coconut Palm,Cocos nucifera,Fruit
158625,species_simp,Coconut Palm,Cocos nucifera,Fruit
158626,species_simp,Coconut Palm,Cocos nucifera,Fruit
158627,species_simp,Coconut Palm,Cocos nucifera,Fruit
158628,species_simp,Coconut Palm,Cocos nucifera,Fruit
158629,species_simp,Coconut Palm,Cocos nucifera,Fruit
158630,species_simp,Coconut Palm,Cocos nucifera,Fruit
158631,species_simp,Coconut Palm,Cocos nucifera,Fruit
158632,species_simp,Coconut Palm,Cocos nucifera,Fruit
158633,species_simp,Coconut Palm,Cocos nucifera,Fruit
158634,species_simp,Coconut Palm,Cocos nucifera,Fruit
158635,species_simp,Coconut Palm,Cocos nucifera,Fruit
158636,species_simp,Coconut Palm,Cocos nucifera,Fruit
158637,species_simp,Coconut Palm,Cocos nucifera,Fruit
158638,species_simp,Coconut Palm,Cocos nucifera,Fruit
158639,species_simp,Coconut Palm,Cocos nucifera,Fruit
158640,species_simp,Coconut Palm,Cocos nucifera,Fruit
158641,species_simp,Coconut Palm,Cocos nucifera,Fruit
158642,species_simp,Coconut Palm,Cocos nucifera,Fruit
158643,species_simp,Coconut Palm,Cocos nucifera,Fruit
158644,species_simp,Coconut Palm,Cocos nucifera,Fruit
158645,species_simp,Coconut Palm,Cocos nucifera,Fruit
158646,species_simp,Coconut Palm,Cocos nucifera,Fruit
158647,species_simp,Coconut Palm,Cocos nucifera,Fruit
158648,species_simp,Coconut Palm,Cocos nucifera,Fruit
158649,species_simp,Coconut Palm,Cocos nucifera,Fruit
158650,species_simp,Coconut Palm,Cocos nucifera,Fruit
158651,species_simp,Coconut Palm,Cocos nucifera,Fruit
158652,species_simp,Coconut Palm,Cocos nucifera,Fruit
158653,species_simp,Coconut Palm,Cocos nucifera,Fruit
158654,species_simp,Coconut Palm,Cocos nucifera,Fruit
158655,species_simp,Coconut Palm,Cocos nucifera,Fruit
158656,species_simp,Coconut Palm,Cocos nucifera,Fruit
158657,species_simp,Coconut Palm,Cocos nucifera,Fruit
158658,species_simp,Coconut Palm,Cocos nucifera,Fruit
158659,species_simp,Coconut Palm,Cocos nucifera,Fruit
158660,species_simp,Coconut Palm,Cocos nucifera,Fruit
158680,species_simp,Coconut Palm,Cocos nucifera,Fruit
158681,species_simp,Coconut Palm,Cocos nucifera,Fruit
158682,species_simp,Coconut Palm,Cocos nucifera,Fruit
158683,species_simp,Coconut Palm,Cocos nucifera,Fruit
158684,species_simp,Coconut Palm,Cocos nucifera,Fruit
158685,species_simp,Coconut Palm,Cocos nucifera,Fruit
158686,species_simp,Coconut Palm,Cocos nucifera,Fruit
158687,species_simp,Coconut Palm,Cocos nucifera,Fruit
158688,species_simp,Coconut Palm,Cocos nucifera,Fruit
158689,species_simp,Coconut Palm,Cocos nucifera,Fruit
158690,species_simp,Coconut Palm,Cocos nucifera,Fruit
158691,species_simp,Coconut Palm,Cocos nucifera,Fruit
158692,species_simp,Coconut Palm,Cocos nucifera,Fruit
158693,species_simp,Coconut Palm,Cocos nucifera,Fruit
158694,species_simp,Coconut Palm,Cocos nucifera,Fruit
158695,species_simp,Coconut Palm,Cocos nucifera,Fruit
158696,species_simp,Coconut Palm,Cocos nucifera,Fruit
158697,species_simp,Coconut Palm,Cocos nucifera,Fruit
158698,species_simp,Coconut Palm,Cocos nucifera,Fruit
158699,species_simp,Coconut Palm,Cocos nucifera,Fruit
158701,species_simp,Coconut Palm,Cocos nucifera,Fruit
158702,species_simp,Coconut Palm,Cocos nucifera,Fruit
158703,species_simp,Coconut Palm,Cocos nucifera,Fruit
158705,species_simp,Coconut Palm,Cocos nucifera,Fruit
158706,species_simp,Coconut Palm,Cocos nucifera,Fruit
158707,species_simp,Coconut Palm,Cocos nucifera,Fruit
158708,common_name;species_simp,Fruit,Unknown,Fruit
158709,species_simp,Coconut Palm,Cocos nucifera,Fruit
158710,species_simp,Coconut Palm,Cocos nucifera,Fruit
158711,species_simp,Coconut Palm,Cocos nucifera,Fruit
158712,common_name;species_simp,Fruit,Unknown,Fruit
158713,species_simp,Coconut Palm,Cocos nucifera,Fruit
158714,species_simp,Coconut Palm,Cocos nucifera,Fruit
158715,species_simp,Coconut Palm,Cocos nucifera,Fruit
158716,species_simp,Coconut Palm,Cocos nucifera,Fruit
158717,species_simp,Coconut Palm,Cocos nucifera,Fruit
158718,species_simp,Coconut Palm,Cocos nucifera,Fruit
158719,species_simp,Coconut Palm,Cocos nucifera,Fruit
158720,species_simp,Coconut Palm,Cocos nucifera,Fruit
158721,species_simp,Coconut Palm,Cocos nucifera,Fruit
158722,species_simp,Coconut Palm,Cocos nucifera,Fruit
158723,species_simp,Coconut Palm,Cocos nucifera,Fruit
158724,species_simp,Coconut Palm,Cocos nucifera,Fruit
158725,species_simp,Coconut Palm,Cocos nucifera,Fruit
158726,species_simp,Coconut Palm,Cocos nucifera,Fruit
158727,species_simp,Coconut Palm,Cocos nucifera,Fruit
158728,species_simp,Coconut Palm,Cocos nucifera,Fruit
158729,common_name;species_simp,Fruit,Unknown,Fruit
158730,species_simp,Coconut Palm,Cocos nucifera,Fruit
158731,species_simp,Coconut Palm,Cocos nucifera,Fruit
158732,species_simp,Coconut Palm,Cocos nucifera,Fruit
158733,species_simp,Coconut Palm,Cocos nucifera,Fruit
158734,species_simp,Coconut Palm,Cocos nucifera,Fruit
158735,common_name;species_simp,Fruit,Unknown,Fruit
158736,species_simp,Coconut Palm,Cocos nucifera,Fruit
158737,species_simp,Coconut Palm,Cocos nucifera,Fruit
158738,species_simp,Coconut Palm,Cocos nucifera,Fruit
158739,common_name;species_simp,Fruit,Unknown,Fruit
158740,species_simp,Coconut Palm,Cocos nucifera,Fruit
158741,species_simp,Coconut Palm,Cocos nucifera,Fruit
158742,species_simp,Coconut Palm,Cocos nucifera,Fruit
158743,species_simp,Coconut Palm,Cocos nucifera,Fruit
158744,species_simp,Coconut Palm,Cocos nucifera,Fruit
158745,species_simp,Coconut Palm,Cocos nucifera,Fruit
158746,common_name;species_simp,Fruit,Unknown,Fruit
158747,species_simp,Coconut Palm,Cocos nucifera,Fruit
158748,species_simp,Coconut Palm,Cocos nucifera,Fruit
158749,common_name;species_simp,Fruit,Unknown,Fruit
158750,common_name;species_simp,Fruit,Unknown,Fruit
158751,species_simp,Coconut Palm,Cocos nucifera,Fruit
158752,species_simp,Coconut Palm,Cocos nucifera,Fruit
158753,species_simp,Coconut Palm,Cocos nucifera,Fruit
158754,species_simp,Coconut Palm,Cocos nucifera,Fruit
158755,species_simp,Coconut Palm,Cocos nucifera,Fruit
158756,species_simp,Coconut Palm,Cocos nucifera,Fruit
158757,species_simp,Coconut Palm,Cocos nucifera,Fruit
158758,species_simp,Coconut Palm,Cocos nucifera,Fruit
158759,species_simp,Coconut Palm,Cocos nucifera,Fruit
158760,species_simp,Coconut Palm,Cocos nucifera,Fruit
158761,common_name;species_simp,Fruit,Unknown,Fruit
158762,species_simp,Coconut Palm,Cocos nucifera,Fruit
158763,species_simp,Coconut Palm,Cocos nucifera,Fruit
158764,common_name;species_simp,Fruit,Unknown,Fruit
158765,species_simp,Coconut Palm,Cocos nucifera,Fruit
158766,common_name;species_simp,Fruit,Unknown,Fruit
158767,species_simp,Coconut Palm,Cocos nucifera,Fruit
158768,common_name;species_simp,Fruit,Unknown,Fruit
158769,species_simp,Coconut Palm,Cocos nucifera,Fruit
158770,species_simp,Coconut Palm,Cocos nucifera,Fruit
158771,species_simp,Coconut Palm,Cocos nucifera,Fruit
158772,species_simp,Coconut Palm,Cocos nucifera,Fruit
158773,species_simp,Coconut Palm,Cocos nucifera,Fruit
158774,species_simp,Coconut Palm,Cocos nucifera,Fruit
158775,species_simp,Coconut Palm,Cocos nucifera,Fruit
158776,species_simp,Coconut Palm,Cocos nucifera,Fruit
158777,species_simp,Coconut Palm,Cocos nucifera,Fruit
158778,species_simp,Coconut Palm,Cocos nucifera,Fruit
158779,common_name;species_simp,Fruit,Unknown,Fruit
158780,common_name;species_simp,Fruit,Unknown,Fruit
158781,common_name;species_simp,Fruit,Unknown,Fruit
158782,species_simp,Coconut Palm,Cocos nucifera,Fruit
158783,species_simp,Coconut Palm,Cocos nucifera,Fruit
158784,species_simp,Coconut Palm,Cocos nucifera,Fruit
158785,species_simp,Coconut Palm,Cocos nucifera,Fruit
158786,species_simp,Coconut Palm,Cocos nucifera,Fruit
158787,species_simp,Coconut Palm,Cocos nucifera,Fruit
158788,common_name;species_simp,Fruit,Unknown,Fruit
158789,common_name;species_simp,Fruit,Unknown,Fruit
158790,species_simp,Coconut Palm,Cocos nucifera,Fruit
158791,species_simp,Cacao,Theobroma cacao,Fruit
158792,species_simp,Coconut Palm,Cocos nucifera,Fruit
158793,species_simp,Coconut Palm,Cocos nucifera,Fruit
158794,species_simp,Coconut Palm,Cocos nucifera,Fruit
158795,species_simp,Coconut Palm,Cocos nucifera,Fruit
158797,species_simp,Coconut Palm,Cocos nucifera,Fruit
159517,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
159521,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
159541,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
159650,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
159662,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
159811,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
159915,species_simp,Coconut Palm,Cocos nucifera,Fruit
160055,common_name;species_simp,"Fruit, Cacao","Unknown, Theobroma cacao",Fruit Mix
160111,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
160112,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160663,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160664,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160665,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160666,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160667,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
160810,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
161028,species_simp,"Oil Palm, Areca Palm","Elaeis guineensis, Areca sp.",Fruit Mix
161401,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162023,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162033,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162093,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162131,species_simp,Coconut Palm,Cocos nucifera,Fruit
162157,species_simp,Coconut Palm,Cocos nucifera,Fruit
162215,species_simp,Coconut Palm,Cocos nucifera,Fruit
162232,species_simp,Coconut Palm,Cocos nucifera,Fruit
162281,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162282,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162364,species_simp,Coconut Palm,Cocos nucifera,Fruit
162372,species_simp,Coconut Palm,Cocos nucifera,Fruit
162412,species_simp,Coconut Palm Mix,Cocos nucifera Mix,Fruit
162520,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
162630,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
